1 0.033816 0.022944 0.032124 0.016904
2 0.032516 0.023652 0.030344 0.018812
4 0.034528 0.024344 0.035188 0.01704
8 0.036096 0.028908 0.035688 0.017472
16 0.036216 0.025344 0.03558 0.016396
32 0.03556 0.02546 0.035968 0.013696
64 0.037268 0.029432 0.037444 0.013328
